MotorSpeed,Voltage,Current,Temperature,NumberOfStarts,RunTime,Vibration,Age,MotorLoad,FaultHistory,RUL
1436.36,444.28,4.22,48.86,35,813.18,0.387,5086.55,93.97,0,1231.46
1315.16,438.13,4.63,62.59,3,872.53,0.412,6086.25,51.81,1,0.0
1447.29,449.86,3.59,62.13,5,1317.41,0.628,2340.19,69.99,0,3724.41
1438.45,451.87,5.02,67.83,26,1057.49,0.204,3927.13,82.39,0,2292.83
1484.81,465.9,5.9,55.69,11,1359.56,0.425,3958.73,82.71,0,2271.97
1542.45,445.8,4.09,64.08,7,1239.42,0.165,5616.49,61.54,0,660.3
1506.33,443.26,6.52,65.51,10,647.0,0.522,5790.93,88.64,1,193.15
1436.56,441.94,5.51,64.45,42,969.36,0.112,5151.84,51.31,1,1047.62
1394.67,436.47,6.03,51.74,34,1296.98,0.678,1282.04,91.1,0,4861.52
1578.67,443.38,4.34,61.49,3,633.35,0.237,2522.12,39.22,0,3744.4
1452.96,437.05,5.85,63.64,8,1125.91,0.145,4641.6,42.42,0,1649.24
1450.7,441.68,3.91,60.07,31,988.23,0.427,4247.8,24.25,0,1937.85
1448.79,453.18,5.89,39.14,11,473.56,0.842,5008.06,83.65,1,1079.48
1459.9,429.93,5.17,61.6,45,1035.9,0.642,4295.9,53.36,0,1766.93
1442.78,451.4,5.55,82.13,7,748.76,0.116,7297.46,38.33,2,0.0
1421.32,453.17,3.82,56.4,45,649.7,0.231,1559.09,38.54,0,4761.23
1422.66,438.82,4.1,52.72,2,1002.74,0.421,5453.94,92.11,0,808.43
1448.36,418.78,5.6,63.73,6,420.74,0.948,6242.02,86.71,0,0.0
1422.83,433.92,4.05,63.12,41,797.71,0.312,6052.31,64.28,0,160.35
1414.36,452.97,5.46,71.93,32,1765.35,0.314,6180.91,69.29,0,0.0
1455.32,439.77,3.63,47.42,20,1195.07,0.805,6396.67,57.95,1,0.0
1437.25,430.01,5.85,67.31,34,735.57,0.539,4094.03,51.33,1,1863.34
1525.2,434.95,3.77,65.9,16,1421.25,0.711,3347.77,93.24,0,2637.88
1317.45,448.41,5.55,58.58,25,702.39,0.355,1947.98,30.05,0,4288.95
1504.58,445.47,5.63,63.39,12,833.89,0.48,4456.1,53.48,0,1670.2
1512.3,437.61,4.3,70.29,7,655.34,0.763,3833.7,47.56,0,2081.79
1346.33,436.33,5.58,68.72,39,1076.82,0.471,6742.41,59.85,0,0.0
1432.87,436.08,5.26,48.57,17,1410.59,0.725,4568.66,56.61,0,1583.33
1431.43,430.78,4.46,68.2,45,700.3,0.577,3454.39,61.51,1,2474.87
1379.62,456.15,3.99,59.35,11,381.87,0.292,3217.2,31.19,1,2943.23
1411.11,436.78,3.04,60.73,6,1327.29,0.497,7983.23,61.05,2,0.0
1394.47,452.17,5.35,60.73,23,1466.14,0.696,4966.87,39.39,0,1077.67
1537.61,455.21,3.44,58.5,27,401.48,0.634,3827.74,34.75,2,2070.34
1496.78,449.98,5.1,71.92,46,1138.02,0.492,5186.06,25.19,0,848.79
1513.58,435.68,4.74,59.16,6,1067.95,0.122,7845.33,81.01,0,0.0
1486.08,444.04,5.68,48.8,38,763.76,0.141,4415.48,54.2,2,1826.07
1393.55,439.76,4.7,56.06,2,581.69,0.183,6030.52,70.13,0,317.17
1423.77,430.96,4.67,61.79,22,1297.53,0.398,6779.69,78.21,0,0.0
1474.47,443.24,5.73,72.29,20,1053.72,0.425,2162.86,74.35,1,3801.93
1388.89,428.21,5.34,66.03,25,1076.33,0.205,4042.38,57.64,2,1994.85
1485.65,451.88,5.32,51.49,15,813.47,0.705,6591.63,51.03,1,0.0
1437.98,435.35,5.47,84.85,49,759.43,0.247,3951.04,50.08,0,2076.81
1431.26,442.01,3.46,62.65,29,263.51,0.226,5621.94,71.2,0,638.64
1485.55,442.83,5.76,72.75,8,931.59,0.518,3862.28,59.58,2,1951.36
1472.21,437.41,5.61,58.48,37,1431.65,0.695,4331.67,87.93,0,1736.11
1431.95,445.87,3.98,65.33,49,732.92,0.911,4148.95,89.98,0,1742.22
1507.97,435.25,4.76,68.39,33,543.28,0.617,5955.01,33.64,0,52.79
1395.95,448.71,4.96,72.18,22,1130.7,0.816,5302.37,30.9,0,567.83
1480.8,426.54,4.87,70.57,47,1186.02,0.258,5148.29,70.43,0,1017.18
1479.66,441.26,5.33,68.72,5,824.23,0.932,8761.24,44.1,0,0.0
1434.52,459.39,6.43,56.85,39,895.37,0.128,7609.55,21.49,0,0.0
1466.31,430.0,6.08,54.28,18,1079.17,0.399,2028.13,91.09,0,4229.42
1387.44,433.22,3.69,63.33,38,953.34,0.612,4334.89,38.15,0,1725.79
1496.2,445.14,5.62,69.33,37,1300.04,0.179,8639.7,94.34,0,0.0
1440.75,441.8,6.33,57.77,30,1731.17,0.315,4138.11,77.39,1,2026.86
1423.86,443.51,5.39,70.65,31,487.25,0.283,8131.62,81.01,0,0.0
1502.45,444.89,6.09,74.53,10,1368.93,0.438,4360.51,36.12,0,1675.25
1414.78,446.35,7.01,50.84,15,1031.58,0.784,4649.0,38.74,2,1250.47
1379.58,451.1,6.02,51.63,42,1416.46,0.503,6295.36,61.7,0,0.0
1372.17,444.1,5.25,58.6,48,1217.31,0.407,4864.69,33.77,0,1345.65
1480.3,437.59,6.05,63.08,44,1018.35,0.0,5741.94,44.43,0,627.3
1385.98,446.73,5.14,54.75,18,1228.01,0.593,7362.42,45.72,1,0.0
1537.74,459.0,5.02,73.52,23,881.75,0.658,6138.2,32.77,2,0.0
1345.9,438.67,4.65,64.24,33,767.71,0.16,5212.3,36.41,2,865.3
1534.82,430.25,6.56,60.39,16,1243.26,0.487,7510.29,83.08,1,0.0
1460.55,451.07,4.18,45.64,38,746.7,0.539,6315.03,33.38,0,0.0
1445.16,438.8,6.53,46.84,35,1192.71,0.693,3899.69,22.28,0,2285.44
1422.75,418.27,5.5,62.81,34,1009.22,0.355,7970.11,70.35,0,0.0
1469.96,448.47,3.6,38.67,28,301.17,0.325,5963.55,98.08,0,487.25
1448.12,434.65,5.37,70.13,2,827.69,0.409,4679.48,46.5,1,1314.9
1505.17,439.09,2.9,58.42,30,1100.45,0.757,1968.77,29.49,0,4068.6
1455.71,443.32,5.63,92.43,13,878.2,0.709,2933.64,65.63,0,2787.67
1457.52,441.9,5.89,83.08,41,235.98,0.496,7550.2,92.51,1,0.0
1431.82,447.09,4.41,58.19,16,1396.23,0.704,7609.5,82.72,0,0.0
1447.15,435.65,5.12,58.94,5,1050.81,0.026,5127.93,69.8,0,1269.58
1465.39,445.13,6.95,69.96,28,1133.12,0.658,2344.63,45.2,0,3626.64
1364.49,437.4,4.49,77.03,39,858.02,0.276,3369.54,63.35,0,2722.02
1382.59,447.39,3.94,43.62,45,1159.45,0.853,2564.35,27.3,0,3572.75
1487.16,446.15,6.48,42.14,20,1550.45,0.287,2509.83,74.32,0,3925.23
1458.54,430.65,6.96,53.78,24,779.48,0.329,8040.2,78.01,0,0.0
1440.8,450.86,5.0,65.83,27,1500.1,0.612,8089.88,97.2,1,0.0
1450.92,434.64,6.01,64.97,30,1119.57,0.632,3318.73,40.83,2,2515.69
1467.38,448.08,6.34,70.7,45,739.17,0.411,4986.9,21.48,0,1100.76
1423.01,443.67,4.26,48.0,27,1663.72,0.574,3072.81,63.65,0,3160.02
1411.08,458.38,4.51,36.84,26,1117.49,0.599,4977.14,76.54,1,1254.93
1459.79,437.77,6.23,68.58,7,1202.94,0.579,7458.96,83.23,2,0.0
1401.08,436.51,6.69,51.72,42,919.19,0.419,6618.08,35.5,0,0.0
1470.41,439.81,5.56,39.82,47,761.1,0.601,6212.99,40.94,0,88.33
1364.87,436.97,4.12,61.45,38,1050.34,0.781,4708.73,61.01,1,1186.13
1501.46,448.0,6.99,67.93,5,1474.44,0.255,6892.95,46.45,0,0.0
1473.63,423.84,4.47,58.78,23,907.1,0.332,5970.0,88.84,0,276.21
1462.8,429.46,4.66,55.42,28,991.97,0.505,5605.87,57.9,0,587.19
1499.13,429.32,5.34,58.41,34,1436.9,0.289,4826.89,83.97,0,1444.67
1533.27,449.5,6.55,56.29,15,909.9,0.139,5477.56,66.45,0,889.84
1500.72,457.11,5.85,46.52,32,1153.08,0.719,5432.38,81.85,0,743.12
1357.96,438.96,5.41,52.85,26,1263.21,0.054,4187.85,46.61,1,2156.49
1386.02,438.31,5.46,65.21,48,940.97,0.42,3837.63,86.51,0,2300.49
1418.76,440.7,5.04,63.22,31,1092.95,0.652,3504.64,41.97,0,2537.3
1451.3,451.62,5.56,61.68,19,1198.33,0.553,3600.71,63.69,0,2505.82
1475.88,430.73,2.47,50.05,9,879.73,0.423,4717.85,37.12,1,1470.39
1413.71,442.38,4.7,58.18,29,1244.73,0.281,4470.97,58.04,0,1806.92
1459.34,449.75,5.24,38.23,39,835.9,0.569,4068.9,45.45,0,2264.42
1412.23,445.01,3.85,61.78,4,797.47,0.302,3957.83,41.34,0,2273.16
1419.42,441.9,5.39,74.29,3,541.89,0.553,5437.82,97.36,1,442.7
1379.67,450.01,4.8,45.26,29,848.96,0.528,7066.41,32.81,0,0.0
1403.84,412.97,6.76,54.14,11,755.35,0.53,4983.63,82.99,0,1209.86
1382.42,446.78,6.57,63.29,33,879.74,0.372,4885.5,98.73,0,1295.62
1401.21,433.46,4.53,72.53,38,1183.6,0.907,3597.67,21.59,1,2123.54
1502.68,421.69,4.85,55.52,11,482.3,0.572,4665.4,75.92,0,1493.61
1402.53,445.11,4.93,53.08,27,407.6,0.444,6785.5,40.23,1,0.0
1581.62,453.74,4.55,40.31,33,775.28,0.553,6556.19,23.24,1,0.0
1474.67,438.63,5.2,61.03,21,1138.37,0.345,6451.96,52.23,2,0.0
1459.24,449.53,4.24,80.42,39,1086.66,0.423,6403.8,94.82,0,0.0
1407.08,456.12,3.87,62.77,31,770.48,0.978,5655.1,20.94,2,27.97
1485.02,453.15,5.62,59.78,38,1350.82,0.347,5601.81,67.03,0,627.16
1421.22,456.4,5.63,63.22,46,802.48,0.484,5367.13,60.11,0,758.44
1456.1,447.42,4.2,59.89,2,1138.74,0.409,4374.67,89.87,1,1722.05
1578.0,440.75,5.9,51.87,27,891.16,0.292,5125.55,26.72,0,1209.72
1445.2,423.98,4.37,68.23,36,739.37,0.584,5323.4,74.52,0,702.16
1507.46,437.54,5.25,62.26,11,818.48,0.507,5949.75,74.41,0,174.02
1414.84,431.57,5.82,60.18,47,1220.2,0.682,5150.38,73.53,0,906.75
1448.25,461.71,4.97,50.25,18,1108.31,0.662,8157.74,95.39,0,0.0
1538.54,438.24,5.45,73.04,1,1290.43,0.68,3185.28,85.85,1,2644.3
1418.65,441.23,4.48,66.65,35,1108.3,0.316,6131.71,23.36,1,0.0
1540.62,445.51,4.8,54.47,35,516.65,0.628,4938.13,57.69,0,1203.06
1485.39,440.44,4.79,70.02,31,1634.32,0.633,5003.22,51.84,0,980.07
1421.88,456.95,4.25,55.02,28,1112.55,0.296,3781.14,44.81,2,2320.73
1481.62,433.77,4.82,52.18,39,1154.4,0.436,6529.01,56.11,0,0.0
1498.63,441.95,3.45,52.4,1,886.95,0.209,5979.26,50.74,0,392.32
1481.09,432.58,4.51,42.29,25,1333.95,0.634,6250.46,54.59,0,9.69
1371.49,426.8,4.72,64.72,43,672.07,0.633,5253.87,98.34,0,782.48
1413.64,433.88,4.74,41.69,38,1182.95,0.786,4512.66,27.09,0,1677.42
1437.62,439.63,4.76,47.72,20,376.11,0.454,4900.16,93.78,0,1395.57
1446.28,435.71,4.94,39.24,3,1203.16,0.59,5650.2,58.42,0,662.21
1481.03,433.08,5.48,59.14,2,676.13,0.698,1991.64,69.9,0,4068.2
1458.89,425.94,5.87,58.5,18,1083.1,0.349,6309.4,86.41,0,0.0
1383.23,439.17,4.35,56.73,44,1407.2,0.319,8639.29,48.84,1,0.0
1469.01,424.95,3.8,49.57,10,1246.82,0.355,5720.5,54.43,1,506.04
1480.53,447.6,3.96,48.28,5,1367.31,0.43,4578.61,52.76,0,1723.54
1477.99,440.82,4.51,64.64,9,1336.25,0.326,4758.15,49.98,0,1432.47
1504.04,425.42,4.65,54.49,2,842.72,0.364,6061.31,94.04,2,11.72
1491.7,436.91,4.23,63.16,34,1179.5,0.676,4612.57,86.31,0,1417.71
1472.96,432.48,3.7,51.15,38,482.52,0.481,6303.01,28.72,1,0.0
1446.49,443.19,4.54,61.81,31,793.92,0.561,4738.79,28.65,0,1362.43
1366.95,453.4,5.18,73.03,10,1417.8,0.39,7571.28,54.23,2,0.0
1471.48,421.25,5.6,65.86,12,884.49,0.377,7529.89,27.89,0,0.0
1460.38,441.15,4.44,55.88,36,439.6,0.557,4504.75,69.53,0,1657.94
1463.58,438.4,4.59,62.57,21,1604.11,0.525,4878.46,31.5,1,1133.21
1386.16,446.71,4.07,57.59,49,1168.68,0.656,4966.45,61.79,0,1129.82
1395.95,442.13,4.97,60.08,47,1229.34,0.76,4986.55,20.58,0,1032.5
1502.66,432.48,4.15,56.74,6,705.86,0.362,3578.86,45.33,0,2672.85
1448.02,436.81,5.57,58.36,48,1085.22,0.672,3369.11,74.18,1,2611.21
1484.08,432.04,3.21,62.12,49,1077.27,0.284,6874.64,58.72,0,0.0
1451.42,450.76,4.64,50.07,3,753.55,0.915,6634.68,98.26,0,0.0
1451.49,440.21,5.3,49.84,10,949.05,0.343,6608.78,89.93,0,0.0
1496.91,459.01,5.18,46.11,5,549.86,0.638,4895.93,48.73,0,1323.86
1424.2,439.39,7.69,44.0,46,895.99,0.283,7838.02,23.64,0,0.0
1454.81,432.92,5.35,47.83,26,1292.15,0.47,4966.3,87.65,0,1320.64
1426.89,424.86,4.0,61.59,21,775.95,0.809,6294.31,92.9,0,0.0
1428.28,421.97,4.9,51.07,45,1572.19,0.336,2917.07,85.65,0,3403.98
1434.54,424.16,3.22,65.14,26,569.17,0.941,4655.4,30.24,0,1222.82
1461.11,442.67,4.92,60.35,38,921.95,0.499,4766.27,99.83,0,1380.79
1426.06,445.09,4.17,40.31,44,803.07,0.695,4901.77,40.69,0,1347.51
1512.79,424.19,5.92,66.55,26,945.95,0.581,3011.75,77.94,0,3032.46
1405.27,448.95,4.45,68.11,8,1411.44,0.591,6055.82,92.64,2,0.0
1440.66,435.17,4.88,50.06,5,704.66,0.215,6542.92,38.85,0,0.0
1428.01,441.47,4.36,64.2,15,864.62,0.405,3884.21,92.66,1,2171.06
1522.35,456.12,6.74,51.44,16,1196.35,0.739,3278.99,44.76,0,2837.06
1459.83,448.97,4.68,60.98,1,1027.95,0.431,3846.59,98.11,0,2328.08
1501.59,437.31,6.83,47.36,16,1052.55,0.528,5743.25,42.5,0,519.32
1375.72,431.09,5.81,42.07,37,710.42,0.191,4105.09,96.27,0,2378.96
1463.35,418.48,5.48,56.17,3,978.52,0.392,4798.9,24.28,2,1243.14
1494.48,432.81,5.37,58.76,47,1339.47,0.725,3389.81,76.74,2,2460.26
1454.11,437.89,5.39,56.02,31,517.14,0.243,7968.93,62.57,1,0.0
1503.27,430.13,3.07,48.16,13,790.81,0.643,5109.8,58.23,0,1086.9
1424.14,438.69,4.72,56.0,16,455.34,0.536,6724.57,37.88,0,0.0
1520.47,440.77,5.85,62.69,43,1161.09,0.453,5739.75,76.45,0,406.91
1564.94,437.75,4.95,59.55,21,1367.64,0.444,4937.18,35.26,2,1045.3
1431.86,433.5,3.59,61.83,2,944.98,0.402,4859.51,64.23,0,1321.35
1427.72,441.69,4.95,53.3,27,698.34,0.42,3912.13,40.26,0,2345.07
1522.67,444.42,6.7,71.72,38,707.13,0.686,4324.31,96.45,0,1615.55
1528.98,429.1,6.25,48.24,26,910.88,0.414,3488.3,22.29,0,2822.53
1423.86,454.11,4.94,64.88,38,909.74,0.862,3324.7,35.98,2,2395.78
1428.99,439.01,5.95,71.82,46,1273.55,0.56,8129.56,39.38,0,0.0
1435.91,440.19,4.63,64.81,25,799.34,0.385,5418.37,53.13,0,741.17
1382.78,447.08,3.3,57.97,11,1130.52,0.695,7198.58,38.62,0,0.0
1404.07,442.33,4.08,54.72,8,908.36,0.625,3808.91,59.31,1,2231.53
1399.79,449.53,6.56,70.36,8,776.57,0.169,3122.59,89.8,0,3089.21
1411.61,442.87,4.73,45.77,33,900.89,0.293,3533.33,76.97,1,2762.41
1448.27,433.88,4.76,50.3,7,1100.96,0.477,4366.89,66.4,0,1891.66
1461.71,443.62,4.7,56.02,38,1274.48,0.183,5054.75,27.12,1,1193.37
1527.53,428.56,6.9,72.38,21,924.41,0.918,4773.6,75.52,1,943.59
1400.08,441.09,6.63,63.8,8,638.82,0.664,3840.21,33.31,0,2189.59
1499.22,439.67,7.22,50.32,21,1299.91,0.497,5131.57,82.91,0,1116.57
1439.3,437.92,4.84,56.9,20,730.55,0.431,5263.08,40.0,0,952.22
1447.53,438.71,5.3,53.86,8,1078.25,0.38,6053.41,53.36,0,217.98
1483.74,421.18,3.48,52.9,46,992.55,0.107,7205.65,48.04,1,0.0
1393.86,434.51,6.48,69.79,31,952.43,0.153,4454.16,88.71,0,1771.24
1469.12,440.93,3.83,46.28,29,853.91,0.88,6823.22,30.12,0,0.0
1458.32,441.6,5.22,76.09,48,1186.04,0.815,5098.91,65.25,0,732.86
1474.62,429.72,3.9,68.28,9,0.0,0.385,2709.02,31.36,0,3415.73
1464.46,452.66,4.41,70.91,15,1340.94,0.682,7674.91,76.38,1,0.0
1572.77,431.34,4.16,55.37,30,726.25,0.601,8408.8,92.41,0,0.0
1418.11,449.69,4.39,58.5,26,1122.39,0.625,5928.64,54.77,2,0.0
1423.45,444.27,4.46,45.67,10,1106.51,0.215,5134.68,59.05,2,1101.16
1418.84,433.54,4.45,54.75,29,1382.49,0.138,4592.89,94.19,0,1790.39
1422.23,457.75,5.83,64.94,16,1059.32,0.737,4304.08,61.68,0,1678.3
1418.13,428.06,3.9,72.96,36,751.27,0.104,6816.05,59.01,1,0.0
1509.45,449.19,5.22,48.93,20,518.57,0.47,4974.09,66.27,0,1301.44
1521.03,450.01,6.22,56.34,45,895.36,0.426,7510.91,75.14,0,0.0
1421.46,433.29,4.49,58.49,37,412.55,0.408,5052.29,28.55,0,1158.85
1408.38,453.92,4.28,46.04,22,811.45,0.563,4381.48,85.69,0,1876.65
1473.57,437.5,4.77,65.91,7,912.21,0.364,4098.05,54.84,1,1960.58
1422.39,442.89,6.18,52.76,23,793.03,0.579,3884.43,25.79,0,2298.4
1481.65,442.6,5.19,58.05,41,1012.53,0.528,5771.22,82.89,0,384.2
1460.15,438.66,4.47,55.48,40,929.17,0.92,3058.26,50.16,2,2727.06
1374.21,448.11,5.48,52.11,29,901.69,0.223,3772.49,28.03,1,2494.98
1527.38,447.93,3.9,59.93,16,272.75,0.506,6986.72,70.7,0,0.0
1539.79,422.51,5.68,57.84,38,611.59,0.586,3568.18,90.41,1,2460.25
1419.36,453.04,5.41,56.28,28,1192.8,0.449,6294.06,91.02,0,0.0
1430.61,423.38,4.69,52.72,48,1241.28,0.233,1905.48,96.61,1,4351.07
1464.29,450.33,4.16,63.2,38,448.37,0.751,7175.13,89.42,0,0.0
1466.72,451.27,4.11,76.54,31,755.58,0.567,3094.65,20.17,0,2856.29
1482.93,429.09,5.53,61.4,14,1321.59,0.247,3685.41,50.42,1,2477.29
1550.51,435.89,6.23,69.96,33,784.59,0.588,6020.51,85.48,0,0.0
1441.15,428.94,4.36,46.1,9,966.55,0.84,5405.61,49.3,2,513.25
1410.09,437.85,5.46,61.58,27,1432.54,0.493,6342.48,68.12,0,0.0
1381.03,436.92,2.91,49.03,24,891.53,0.5,3082.61,68.51,2,2977.35
1413.45,447.8,4.42,45.23,13,848.58,0.814,4569.79,49.2,2,1371.1
1448.34,453.1,4.97,52.61,26,952.89,0.306,4074.38,92.36,0,2246.59
1539.73,453.96,4.09,71.92,29,1556.02,0.846,3334.72,60.26,1,2423.34
1424.12,434.38,4.06,69.5,49,1133.86,0.695,5893.85,57.18,0,63.86
1461.19,437.91,4.33,62.43,43,1005.72,0.315,6414.58,99.8,2,0.0
1449.18,423.17,5.29,44.67,28,842.69,0.366,4494.7,59.48,0,1875.4
1509.42,431.94,4.81,58.04,28,1161.65,0.395,7284.07,34.27,1,0.0
1576.35,449.65,2.76,63.02,8,1197.91,0.133,3821.45,61.05,0,2481.74
1423.46,456.16,2.88,61.76,23,678.05,0.552,7247.7,85.12,0,0.0
1425.53,427.66,4.39,41.56,29,1205.99,0.324,5843.36,82.15,0,578.92
1502.21,434.08,5.46,51.1,5,954.65,0.559,3164.65,83.09,0,3044.73
1484.09,439.74,2.25,59.36,42,1007.44,0.242,7972.29,76.64,1,0.0
1542.34,442.8,4.5,65.36,7,734.71,0.685,4333.28,40.34,0,1670.79
1479.2,431.9,4.47,38.04,42,880.01,0.648,6807.68,88.97,0,0.0
1432.04,444.24,6.39,58.38,36,690.96,0.359,5218.47,91.48,0,1018.33
1479.53,435.26,4.61,61.43,41,676.53,0.572,5561.66,35.53,0,538.07
1505.44,439.86,5.38,68.5,27,1113.13,0.517,6351.81,30.44,0,0.0
1491.02,445.46,5.14,66.93,46,893.47,0.796,6268.78,98.05,1,0.0
1475.36,440.06,2.87,65.83,2,610.11,0.294,4486.78,89.47,2,1508.21
1503.33,435.64,5.77,52.0,25,1653.12,0.47,5797.5,91.46,0,447.73
1508.46,438.9,5.22,40.92,9,662.6,0.372,5684.9,90.91,0,719.97
1519.11,439.12,5.51,56.07,27,1327.63,0.509,5320.34,63.33,0,864.48
1482.44,436.3,8.93,70.02,1,557.06,0.607,4695.03,71.71,0,1301.48
1441.64,437.41,2.92,73.93,23,1136.95,0.37,5317.35,63.63,0,758.49
1457.34,455.99,6.72,67.11,10,924.83,0.427,7951.31,24.1,1,0.0
1510.33,445.61,4.71,64.29,42,811.28,0.693,4557.46,79.64,0,1453.0
1409.15,437.05,5.29,63.8,25,1059.02,0.771,6809.88,60.43,1,0.0
1468.43,446.97,4.95,54.44,3,1018.68,0.599,4070.55,71.82,0,2085.71
1430.33,436.66,4.58,58.7,6,756.26,0.472,3678.03,60.21,0,2498.77
1451.44,451.73,4.43,76.69,6,742.68,0.453,9914.6,59.34,0,0.0
1513.92,443.7,5.33,50.57,2,527.83,0.61,5810.04,33.74,0,379.41
1459.55,438.93,3.48,76.15,18,1091.67,0.546,5851.27,42.3,0,114.48
1452.32,444.48,5.75,56.78,23,623.86,0.17,5892.84,32.71,1,354.26
1382.01,424.29,4.58,73.25,2,1001.19,0.614,7110.95,35.65,0,0.0
1487.31,428.73,3.87,45.93,12,1177.74,0.328,5611.72,97.84,1,665.02
1482.27,428.06,4.55,65.86,22,1062.42,0.217,6224.33,32.25,0,8.77
1558.16,441.43,6.26,52.63,37,783.06,0.166,3412.15,41.54,0,2978.36
1434.61,457.33,4.46,45.85,20,1272.64,0.457,6475.89,67.25,0,0.0
1460.96,462.31,5.36,62.19,39,877.61,0.297,4644.86,68.81,0,1584.94
1462.47,446.38,4.27,70.09,24,599.75,0.035,6007.61,32.32,0,274.08
1528.87,445.01,5.76,51.55,48,914.88,0.428,2427.32,83.5,0,3843.02
1445.24,421.99,5.69,45.01,20,1176.04,0.402,5945.27,82.82,0,403.69
1463.95,434.57,6.85,59.08,1,797.68,0.47,1637.16,38.99,0,4537.02
1480.39,432.12,4.82,59.13,1,1263.45,0.374,4586.13,43.09,0,1635.51
1459.33,433.79,5.67,65.48,17,768.9,0.866,2441.67,95.04,0,3470.56
1427.68,438.32,5.1,69.5,1,809.74,0.603,5949.56,86.05,0,53.75
1459.7,435.28,6.3,59.41,45,686.18,0.4,5103.9,75.82,2,902.0
1503.68,420.21,4.28,78.56,30,1205.11,0.487,3843.82,26.58,0,2126.99
1398.67,447.48,5.75,62.24,41,984.03,0.783,7151.61,53.46,1,0.0
1456.65,429.27,4.81,56.54,47,706.07,0.691,3655.0,64.74,0,2433.98
1414.99,442.39,4.94,43.88,3,881.14,0.221,453.21,34.99,1,5897.57
1509.75,460.74,5.09,57.37,46,78.65,0.305,5770.45,55.86,0,503.24
1373.84,430.81,5.25,56.64,11,1233.39,0.344,2350.1,68.08,2,3711.72
1422.05,414.7,4.88,69.6,24,948.78,0.412,3702.49,46.19,0,2395.45
1468.86,437.14,5.21,64.62,22,278.13,0.381,4223.98,82.48,1,1839.31
1528.28,451.01,6.58,48.21,44,563.0,0.507,2864.01,87.24,0,3400.53
1446.71,459.58,5.99,61.72,45,873.52,0.647,4259.41,45.89,0,1799.79
1422.24,427.7,5.87,66.72,26,605.75,0.681,2892.08,87.09,0,3100.5
1544.06,444.97,4.54,75.28,13,1238.0,0.435,5243.57,28.29,0,786.3
1377.6,435.35,4.11,68.88,1,1125.57,0.173,3156.88,87.02,0,3067.84
1340.06,438.94,5.96,67.61,24,1107.86,0.292,5045.22,32.22,0,1132.74
1472.0,466.44,5.88,60.6,10,218.7,0.396,6743.01,26.63,0,0.0
1424.9,424.97,6.47,63.88,35,842.36,0.251,6173.56,71.34,2,0.0
1398.94,442.54,4.4,72.5,24,790.72,0.728,4877.43,57.75,0,1033.53
1485.42,444.68,4.77,46.67,28,713.78,0.264,3516.89,92.63,1,2784.34
1462.19,450.86,3.36,56.51,36,875.45,0.623,5238.77,49.06,0,884.47
1421.8,440.98,4.61,52.27,16,662.13,0.164,3956.42,42.97,0,2439.02
1385.98,443.08,6.0,63.79,40,1064.57,0.631,5301.69,60.06,2,544.68
1493.62,436.08,4.53,72.3,16,1229.97,0.472,2427.07,56.48,1,3513.83
1482.51,442.69,5.64,54.03,17,1204.12,0.803,6210.89,47.55,1,0.0
1445.04,436.57,4.81,36.1,15,958.63,0.274,5049.82,75.5,0,1452.36
1542.33,446.22,5.32,55.88,16,1599.77,0.387,8312.78,80.76,0,0.0
1396.5,436.3,3.85,69.13,15,1341.99,0.426,6959.09,88.24,0,0.0
1373.72,443.77,5.09,65.38,34,969.53,0.469,5849.28,97.83,0,262.21
1415.4,439.71,2.01,64.28,11,855.32,0.431,4814.01,41.33,0,1327.77
1447.72,451.26,4.81,57.2,1,1401.41,0.435,3905.59,77.29,1,2205.07
1462.17,439.49,3.37,47.21,15,1302.27,0.431,6413.61,51.54,1,0.0
1437.94,422.27,6.21,65.15,26,576.87,0.086,4655.8,74.17,0,1649.79
1467.6,452.62,5.78,51.66,4,1325.75,0.699,6752.55,58.08,0,0.0
1387.42,430.94,5.47,81.84,43,953.69,1.072,5601.23,99.5,1,0.0
1522.19,433.46,6.52,65.71,5,741.73,0.56,5612.0,78.31,0,451.13
1445.89,434.04,4.05,54.19,35,406.24,0.273,5891.79,96.2,0,429.85
1505.86,453.74,6.75,53.89,13,919.33,0.293,3620.56,86.8,0,2694.03
1467.14,418.64,5.93,59.07,10,996.33,0.623,3466.8,92.23,0,2631.18
1472.84,471.38,4.76,57.6,11,1476.2,0.577,3414.94,85.15,2,2520.47
1478.49,450.56,6.14,71.17,18,1287.17,0.443,6571.25,56.73,0,0.0
1472.39,442.23,3.89,61.86,34,825.13,0.651,3581.42,40.14,0,2474.6
1482.14,439.45,4.18,52.68,39,1116.8,0.087,3768.26,49.63,0,2661.29
1516.46,442.86,4.39,78.9,41,1247.87,0.651,5806.28,21.62,2,0.0
1459.83,445.21,4.47,60.49,42,1025.79,0.548,4621.93,61.92,1,1399.37
1485.45,446.45,3.94,67.69,23,823.85,0.301,4430.31,60.4,0,1742.4
1445.51,445.56,6.22,53.92,7,840.35,0.213,4300.17,62.02,0,2053.99
1522.01,440.9,4.74,63.63,39,1115.64,0.524,1511.55,97.92,0,4590.0
1416.18,438.03,5.35,63.11,3,1123.89,0.781,3549.68,92.92,0,2428.49
1540.05,438.49,4.43,41.1,12,912.11,0.454,6772.34,32.94,0,0.0
1447.99,438.05,3.18,80.15,7,214.25,0.329,4190.9,49.51,0,1842.84
